scenario,source,p,method_family,candidate_label,rank,rank_threshold_constant,lambda_reg,beta_scale,validation_seed,final_regret,latent_dim,ambient_dim,heldout_accuracy,selected
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Masked PSLB fixed-rank,rank=1,1,,,,10001,4122.0,4,100,0.822084136847368,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU full-history replay fixed-rank,rank=2,2,,,,10001,3160.0,4,100,0.822084136847368,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU first-epoch replay fixed-rank,rank=2,2,,,,10001,3216.0,4,100,0.822084136847368,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Masked PSLB fixed-rank,rank=2,2,,,,10001,3287.0,4,100,0.822084136847368,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU full-history replay fixed-rank,rank=4,4,,,,10001,1191.0,4,100,0.822084136847368,1
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU first-epoch replay fixed-rank,rank=4,4,,,,10001,1279.0,4,100,0.822084136847368,1
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Masked PSLB fixed-rank,rank=4,4,,,,10001,1701.0,4,100,0.822084136847368,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU full-history replay fixed-rank,rank=8,8,,,,10001,1192.0,4,100,0.822084136847368,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU first-epoch replay fixed-rank,rank=8,8,,,,10001,1285.0,4,100,0.822084136847368,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Masked PSLB fixed-rank,rank=8,8,,,,10001,1625.0,4,100,0.822084136847368,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU full-history replay fixed-rank,rank=16,16,,,,10001,1198.0,4,100,0.822084136847368,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU first-epoch replay fixed-rank,rank=16,16,,,,10001,1284.0,4,100,0.822084136847368,0
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Masked PSLB fixed-rank,rank=16,16,,,,10001,1606.0,4,100,0.822084136847368,1
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU full-history replay adaptive-rank,threshold=0.03,20,0.03,,,10001,1191.0,4,100,0.822084136847368,1
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,Masked PSLB adaptive-rank,threshold=0.03,20,0.03,,,10001,1607.0,4,100,0.822084136847368,1
mnist_cnn_product_lowrank_m4_d100,mnist_openml_product,0.5,TOFU full-history replay adaptive-rank,threshold=0.05,20,0.05,,,10001,1191.0,4,100,0.822084136847368,0
